,origin,age,color,sex,import_type,sire,dam,dam_sire,horse_id
2051,AUS,Unknown,Bay,Gelding,PPG,Exceed And Excel,Truly Wicked,Rubiton,N241
2052,AUS,Unknown,Bay,Gelding,PP,Wanted,Ripping Nic,Encosta de Lago,V199
2053,IRE,Unknown,Bay,Gelding,PP,Holy Roman Emperor,Goldendale,Ali-Royal,S411
2054,AUS,Unknown,Bay,Gelding,PPG,Stratum,Hootandance,Victory Dance,P087
2055,NZ,Unknown,Chestnut,Gelding,PP,Castledale,Capital Gold,Gold Brose,T314
2056,AUS,Unknown,Bay,Gelding,PPG,Bel Esprit,Hypatia,Distant Music,T304
2057,IRE,Unknown,Bay,Gelding,PP,Bushranger,Alexander Confranc,Magical Wonder,S311
2058,AUS,Unknown,Bay,Gelding,PPG,Onemorenomore,Sienna Star,Choisir,T320
2059,NZ,Unknown,Brown,Gelding,ISG,O'Reilly,Paolino,Housebuster,M329
2060,GB,Unknown,Chestnut,Gelding,ISG,Bahamian Bounty,Hoh Chi Min,Efisio,S218
2061,GB,Unknown,Bay,Colt,PP,Zamindar,Solar Pursuit,Galileo,A232
2062,IRE,Unknown,Bay,Gelding,ISG,Mastercraftsman,Flamenco Red,Warning,T325
2063,AUS,Unknown,Bay,Brown,PPG,Five Dynasties,Silver Tune,Palace Music,T066
2064,AUS,Unknown,Bay,Gelding,PPG,Commands,From The Cellar,Hennessy,P286
2065,IRE,Unknown,Bay,Gelding,PP,Teofilo,Hairicin,Hurricane Run,A133
2066,AUS,Unknown,Bay,Gelding,PPG,Bernardini,Reggae,Danehill,S175
2067,AUS,Unknown,Chestnut,Gelding,PP,Written Tycoon,Talkin' About,Commands,T302
2068,AUS,Unknown,Bay,Gelding,PPG,Fastnet Rock,Mariana,Marscay,N442
2069,NZ,Unknown,Bay,Gelding,PPG,Bachelor Duke,Miss Relentless,Montjeu,V096
2070,AUS,Unknown,Chestnut,Gelding,PP,Testa Rossa,Shashzaya,Ashkalani,P253
2071,NZ,Unknown,Bay,Gelding,PP,Elusive City,Bygrosve,Grosvenor,V263
2072,AUS,Unknown,Bay,Gelding,PPG,Smart Missile,Zabelka,Zabeel,A153
2073,NZ,Unknown,Bay,Gelding,PPG,Alamosa,Shezasweetie,King Of Kings,T204
2074,NZ,Unknown,Bay,Gelding,PPG,Darci Brahma,Tempestra,O'Reilly,N275
2075,NZ,Unknown,Chestnut,Gelding,PP,Falkirk,Pink Samurai,Volksraad,T237
2076,AUS,Unknown,Bay,Gelding,PPG,Hinchinbrook,Truly Kissed,Carnegie,V101
2077,IRE,Unknown,Bay,Gelding,PP,Oasis Dream,Ebadiyla,Sadler's Wells,T112
2078,NZ,Unknown,Bay,Gelding,PP,Not A Single Doubt,Miss Elusive,Elusive Quality,P278
2079,NZ,8,Bay,Gelding,PPG,Postponed,Bislieri,Encosta de Lago,T262
2080,AUS,Unknown,Grey,Gelding,PP,Refuse To Bend,Alaana's Song,Unbridled's Song,P046
2081,IRE,Unknown,Bay,Colt,PP,Rock Of Gibraltar,Portentous,Selkirk,T102
2082,AUS,7,Bay,Gelding,PP,Fath,Jeunes Knight,Jeune,A137
2083,NZ,Unknown,Bay,Gelding,PP,Danroad,Strictly Maternal,O'Reilly,S296
2084,NZ,Unknown,Bay,Gelding,ISG,High Chaparral,Golden Gamble,Oregon,P240
2085,GB,Unknown,Bay,Gelding,PP,Showcasing,Lalectra,King Charlemagne,T289
2086,AUS,Unknown,Bay,Gelding,PP,Not A Single Doubt,Umatilly,Umatilla,V002
2087,JPN,Unknown,Grey,Mare,VIS,Deep Impact,Snow Style,White Muzzle,A619
2088,NZ,Unknown,Bay,Gelding,PPG,O'Reilly,La Cent,Centaine,V294
2089,IRE,Unknown,Grey,Gelding,PP,Strategic Prince,Eroica,Highest Honor,A134
2090,AUS,5,Grey,Gelding,PPG,Denman,De Chorus,Unbridled's Song,A299
2091,AUS,Unknown,Brown,Gelding,PPG,Lonhro,Indalama,Commands,S207
2092,IRE,Unknown,Bay,Gelding,PP,Zanzibari,Bargouzine,Stravinsky,V110
2093,NZ,Unknown,Grey,Gelding,PPG,Dalghar,Winds Of Conquest,Quest For Fame,V271
2094,NZ,Unknown,Bay,Gelding,PP,Shinko King,Halos,My Halo,S394
2095,NZ,Unknown,Bay,Gelding,PPG,Rip Van Winkle,Rainbow Echo,Spectrum,T393
2096,IRE,Unknown,Grey,Gelding,PP,Verglas,Candelabra,Grand Lodge,T115
2097,NZ,Unknown,Bay,Gelding,PP,Danroad,Seasonal Fun,Four Seasons,P275
2098,AUS,Unknown,Chestnut,Gelding,PP,Hussonet,San Century,Centaine,N387
2099,AUS,8,Brown,Gelding,PP,Lonhro,Valkyrie Diva,Jade Robbery,V077
2100,AUS,Unknown,Brown,Gelding,ISG,Flying Spur,Ruski Rose,Nureyev,S222
2101,AUS,Unknown,Bay,Gelding,PP,Haradasun,Tarlaquena,Don Eduardo,P345
2102,AUS,Unknown,Bay,Gelding,PP,Easy Rocking,Brilliant Jewel,Danzero,P170
2103,NZ,Unknown,Brown,Gelding,PPG,Keeper,She's Got Spunk,O'Reilly,T183
2104,NZ,Unknown,Bay,Gelding,PPG,Ishiguru,Greenstone,Green Perfume,P082
2105,IRE,Unknown,Bay,Gelding,PP,Dylan Thomas,Starship,Galileo,N186
2106,NZ,Unknown,Bay,Gelding,PP,O'Reilly,Miami,Waikiki Star,P279
2107,NZ,Unknown,Bay,Gelding,PP,Remind,Fancyaligndown,Align,V227
2108,IRE,Unknown,Brown,Gelding,PP,Vale Of York,Telesina,Marju,V174
2109,NZ,Unknown,Bay,Gelding,PPG,Castledale,Kistler,Entrepreneur,V097
2110,GB,Unknown,Chestnut,Gelding,PP,Hawk Wing,Give A Whistle,Mujadil,N226
2111,IRE,Unknown,Grey,Gelding,PP,Footstepsinthesand,Tipperary Honor,Highest Honor,P181
2112,AUS,Unknown,Brown,Gelding,PP,Tale Of The Cat,Yeah Baby,Anabaa,K037
2113,NZ,Unknown,Bay,Gelding,PPG,Iffraaj,Kerfuffle,Kaapstad,S132
2114,NZ,Unknown,Bay,Gelding,PP,Darci Brahma,Staryn Glenn,Montjeu,N438
2115,AUS,Unknown,Bay,Gelding,PPG,Fastnet Rock,Empress Jade,Encosta de Lago,T279
2116,USA,Unknown,Dark Bay,Brown,ISG,Stormy Atlantic,Shiner's Sister,Mr Greeley,P367
2117,AUS,7,Brown,Gelding,PP,Blackfriars,Line Of Flight,Bletchley Park,A022
2118,AUS,Unknown,Bay,Gelding,PPG,Exceed And Excel,Loose Caboose,Success Express,S422
2119,NZ,Unknown,Bay,Gelding,PPG,Librettist,Miss Cosimo,Giant's Causeway,P289
2120,IRE,Unknown,Chestnut,Gelding,PP,Iffraaj,Bint Al Balad,Ahonoora,N013
2121,USA,Unknown,Bay,Gelding,PP,Mizzen Mast,Geographic,Empire Maker,S145
2122,NZ,Unknown,Bay,Gelding,PPG,Darci Brahma,Miss Raggedy Ann,Faltaat,A124
2123,IRE,Unknown,Bay,Gelding,PPG,Royal Applause,Neve Lieve,Dubai Destination,S049
2124,AUS,Unknown,Bay,Gelding,PPG,Holy Roman Emperor,Exact,Marauding,T130
2125,JPN,Unknown,Bay,Horse,VIS,Sakura Bakushin O,Siyabona,Kingmambo,A601
2126,AUS,Unknown,Bay,Gelding,PPG,Exceed And Excel,Allegra,Dehere,T305
2127,IRE,Unknown,Bay,Gelding,PP,Invincible Spirit,Citron Presse,Lemon Drop Kid,T286
2128,GB,Unknown,Chestnut,Gelding,PP,Medicean,Quadri,Polish Precedent,V405
2129,NZ,Unknown,Bay,Gelding,PPG,Keeper,Ruby Keeler,Rhythm,M391
2130,NZ,Unknown,Bay,Gelding,PPG,Volksraad,Christmas Eve,More Than Ready,S450
2131,IRE,Unknown,Bay,Gelding,PPG,Holy Roman Emperor,Alicante,Marju,S114
2132,AUS,Unknown,Bay,Gelding,PPG,Freeze,Sprung,Redoute's Choice,V006
2133,IRE,Unknown,Bay,Gelding,PPG,Duke Of Marmalade,Sherifa,Monsun,S018
2134,AUS,Unknown,Bay,Brown,VIS,Tale Of The Cat,Paris Perfume,Kurofune,A618
2135,NZ,Unknown,Bay,Gelding,PPG,Darci Brahma,Boogie Nights,Galileo,A027
2136,GER,Unknown,Chestnut,Horse,VIS,Halling,Estefania,Acatenango,T617
2137,AUS,Unknown,Bay,Brown,PPG,Sebring,Imco Resource,Bluebird,V091
2138,NZ,Unknown,Bay,Gelding,PPG,Tavistock,Sogno,Zabeel,V042
2139,GB,Unknown,Bay,Gelding,PP,Compton Place,Floppie,Law Society,S434
2140,AUS,Unknown,Bay,Gelding,PP,Fastnet Rock,Paint By Numbers,Peintre Celebre,A182
2141,NZ,Unknown,Brown,Gelding,PPG,Lord Of Warriors,Ima Barbie Girl,Waikiki Star,K019
2142,NZ,Unknown,Bay,Gelding,PP,Savabeel,Unearthed,Felix The Cat,N128
2143,SAF,Unknown,Bay,Gelding,PP,Sail From Seattle,Circle Of Gold,Al Mufti,T117
2144,NZ,7,Chestnut,Gelding,PP,Showcasing,Shades Of Silk,Thunder Gulch,V020
2145,NZ,Unknown,Bay,Gelding,ISG,Shamardal,Twist My Heart,Dayjur,P364
2146,AUS,Unknown,Bay,Gelding,PP,Magic Albert,Mollani,Marwina,S361
2147,AUS,Unknown,Chestnut,Gelding,PPG,Host,Helogen,Helissio,T246
2148,AUS,Unknown,Bay,Gelding,PPG,Ad Valorem,Snippets' Jewel,Snippets,T404
2149,AUS,Unknown,Bay,Gelding,PP,Testa Rossa,Formal Combat,Fuji Kiseki,T077
2150,NZ,Unknown,Bay,Gelding,PPG,Guillotine,Reflection,Thorn Park,T028
2151,NZ,Unknown,Chestnut,Gelding,PPG,Pentire,Vel Canto,Danasinga,S303
2152,NZ,Unknown,Bay,Gelding,PPG,Bachelor Duke,Ohgoditzher,Shinko Forest,S085
2153,AUS,Unknown,Bay,Gelding,PPG,More Than Ready,Jujube,Encosta de Lago,A222
2154,AUS,7,Chestnut,Gelding,PP,Husson,Ourkohinoor,King Cugat,V379
2155,AUS,Unknown,Chestnut,Gelding,PP,King de Lago,Wasabi Miss,Fuji Kiseki,M407
2156,IRE,Unknown,Bay,Gelding,ISG,Iffraaj,Homegrown,Mujadil,V320
2157,GB,Unknown,Chestnut,Gelding,PPG,Dubawi,Hobby,Robellino,S272
2158,NZ,Unknown,Chestnut,Gelding,PP,Pentire,Call Minder,Christmas Tree,P281
2159,AUS,Unknown,Bay,Gelding,PPG,Northern Meteor,Russe Princesa,Fasliyev,S211
2160,NZ,Unknown,Bay,Brown,PP,Savabeel,Ennerdale,Singspiel,V057
2161,AUS,Unknown,Bay,Brown,PP,Lonhro,Ballet Society,Stravinsky,V338
